10	64	20	0	0	50	237	172
10	65	20	0	0	50	222	163
10	66	20	0	0	50	237	148
10	67	20	0	0	50	147	122
10	68	20	0	0	50	154	165
10	69	20	0	0	50	194	185
10	70	20	0	0	50	177	175
10	71	20	0	0	50	175	159
10	72	20	0	0	50	155	138
10	73	20	0	0	50	164	166
10	74	20	0	0	50	183	123
10	75	20	0	0	50	128	102
10	76	20	0	0	50	176	112
10	77	20	0	0	50	162	113
10	78	20	0	0	50	165	170
10	79	20	0	0	50	216	154
10	80	20	0	0	50	150	105
10	81	20	0	0	50	231	199
10	82	20	0	0	50	147	116
10	83	20	0	0	50	133	136
10	84	20	0	0	50	235	232
10	85	20	0	0	50	268	189
10	86	20	0	0	50	194	166
10	87	20	0	0	50	209	155
10	88	20	0	0	50	136	120
10	89	20	0	0	50	253	205
10	90	20	0	0	50	155	106
10	91	20	0	0	50	183	176
10	92	20	0	0	50	175	184
10	93	20	0	0	50	173	146
10	94	20	0	0	50	156	118
10	95	20	0	0	50	167	155
10	96	20	0	0	50	145	128
10	97	20	0	0	50	208	172
10	98	20	0	0	50	159	176
10	99	20	0	0	50	123	139
10	100	20	0	0	50	105	105
10	101	20	0	0	50	165	155
10	102	20	0	0	50	162	135
10	103	20	0	0	50	289	207
10	104	20	0	0	50	142	145
10	105	20	0	0	50	180	163
10	106	20	0	0	50	126	115
10	107	20	0	0	50	83	66
10	108	20	0	0	50	201	145
10	109	20	0	0	50	171	187
10	110	20	0	0	50	107	103
10	111	20	0	0	50	165	174
10	112	20	0	0	50	186	147
10	113	20	0	0	50	223	217
10	114	20	0	0	50	198	151
10	115	20	0	0	50	163	149
10	116	20	0	0	50	172	127
10	117	20	0	0	50	217	187
10	118	20	0	0	50	191	183
10	119	20	0	0	50	156	137
10	120	20	0	0	50	151	53
10	121	20	0	0	50	154	76
10	122	20	0	0	50	137	98
10	123	20	0	0.02	50	205	149
10	124	20	0	0	50	216	186
10	125	20	0	0	50	181	179
10	126	20	0	0	50	222	229
10	127	20	0	0	50	144	114
10	128	20	0	0	50	126	96
10	129	20	0	0	50	173	109
10	130	20	0	0	50	219	218
10	131	20	0	0	50	159	116
10	132	20	0	0	50	146	124
10	133	20	0	0	50	178	99
10	134	20	0	0	50	233	165
10	135	20	0	0	50	176	119
10	136	20	0	0.01	50	164	126
10	137	20	0	0	50	179	139
10	138	20	0	0	50	178	175
10	139	20	0	0	50	157	169
10	140	20	0	0	50	238	171
10	141	20	0	0	50	189	229
10	142	20	0	0	50	188	86
10	143	20	0	0	50	192	156
10	144	20	0	0	50	167	156
10	145	20	0	0	50	159	124
10	146	20	0	0	50	223	186
10	147	20	0	0	50	145	130
10	148	20	0	0	50	151	137
10	149	20	0	0	50	135	91
10	150	20	0	0	50	242	190
10	151	20	0	0	50	144	179
10	152	20	0	0	50	174	193
10	153	20	0	0	50	144	153
10	154	20	0	0	50	152	59
10	155	20	0	0	50	174	97
10	156	20	0	0	50	184	155
10	157	20	0	0	50	113	100
10	158	20	0	0	50	175	111
10	159	20	0	0	50	197	217
10	160	20	0	0	50	207	216
10	161	20	0	0	50	215	223
10	162	20	0	0	50	220	231
10	163	20	0	0	50	223	255
10	164	20	0	0	50	238	244
10	165	20	0	0	50	234	214
10	166	20	0	0	50	247	149
10	167	20	0	0	50	150	89
10	168	20	0	0	50	197	227
10	169	20	0	0	50	150	206
10	170	20	0	0	50	164	148
10	171	20	0	0	50	188	156
10	172	20	0	0	50	200	191
10	173	20	0	0	50	116	134
10	174	20	0	0	50	156	174
10	175	20	0	0	50	237	212
10	176	20	0	0	50	171	145
10	177	20	0	0	50	192	164
10	178	20	0	0	50	178	143
10	179	20	0	0	50	173	168
10	180	20	0	0	50	197	176
10	181	20	0	0	50	161	178
10	182	20	0	0	50	194	104
10	183	20	0	0	50	174	152
10	184	20	0	0	50	153	132
10	185	20	0	0	50	208	127
