10	0	20	0	0	50	209	143
10	1	20	0	0	50	154	145
10	2	20	0	0	50	161	172
10	3	20	0	0	50	188	174
10	4	20	0	0	50	133	134
10	5	20	0	0	50	209	153
10	6	20	0	0	50	208	168
10	7	20	0	0	50	130	145
10	8	20	0	0	50	209	139
10	9	20	0	0	50	180	171
10	10	20	0	0	50	160	171
10	11	20	0	0	50	233	204
10	12	20	0	0	50	151	135
10	13	20	0	0	50	188	168
10	14	20	0	0	50	195	148
10	15	20	0	0	50	233	216
10	16	20	0	0	50	201	184
10	17	20	0	0	50	203	221
10	18	20	0	0	50	143	152
10	19	20	0	0	50	218	209
10	20	20	0	0	50	239	181
10	21	20	0	0	50	185	131
10	22	20	0	0	50	194	176
10	23	20	0	0	50	171	114
10	24	20	0	0	50	178	123
10	25	20	0	0	50	244	108
10	26	20	0	0	50	167	166
10	27	20	0	0	50	155	132
10	28	20	0	0	50	201	207
10	29	20	0	0	50	120	92
10	30	20	0	0	50	155	182
10	31	20	0	0	50	253	231
10	32	20	0	0	50	165	153
10	33	20	0	0	50	226	157
10	34	20	0	0	50	106	109
10	35	20	0	0	50	236	203
10	36	20	0	0	50	174	150
10	37	20	0	0	50	231	193
10	38	20	0	0	50	190	189
10	39	20	0	0	50	312	277
10	40	20	0	0	50	215	227
10	41	20	0	0	50	196	181
10	42	20	0	0	50	187	165
10	43	20	0	0	50	187	161
10	44	20	0	0	50	218	168
10	45	20	0	0	50	157	176
10	46	20	0	0	50	202	156
10	47	20	0	0	50	220	185
10	48	20	0	0	50	151	167
10	49	20	0	0	50	211	121
10	50	20	0	0	50	213	213
10	51	20	0	0	50	195	246
10	52	20	0	0	50	189	185
10	53	20	0	0	50	233	231
10	54	20	0	0	50	151	119
10	55	20	0	0	50	200	149
10	56	20	0	0	50	222	228
10	57	20	0	0	50	229	197
10	58	20	0	0	50	166	133
10	59	20	0	0	50	138	122
10	60	20	0	0	50	118	132
10	61	20	0	0	50	152	145
10	62	20	0	0	50	191	142
10	63	20	0	0	50	271	203
