0.000012;0.000026;0.000048;0.000250;0.000035;
0.000008;0.000014;0.000020;0.000032;0.000011;
0.000012;0.000022;0.000054;0.000170;0.000011;
0.000078;0.000178;0.000474;0.001414;0.000103;
0.000016;0.000020;0.000052;0.000254;0.000033;
0.000010;0.000014;0.000018;0.000034;0.000012;
0.000010;0.000020;0.000056;0.000164;0.000011;
0.000082;0.000180;0.000480;0.001440;0.000103;
